t1,t2,seqnr
1678785208210808248,1678785208212759940,714
1678785208311015834,1678785208312770889,715
1678785208410822207,1678785208412772212,716
1678785208510989099,1678785208512771960,717
1678785208610996242,1678785208612774204,718
1678785208710994562,1678785208712776951,719
1678785208810810011,1678785208812773506,720
1678785208910990043,1678785208912773876,721
1678785209010803135,1678785209012737348,722
1678785209110987985,1678785209112762410,723
1678785209210990372,1678785209212772390,724
1678785209311002632,1678785209312771870,725
1678785209411007436,1678785209412773616,726
1678785209510996582,1678785209512772125,727
1678785209610809999,1678785209612775987,728
1678785209710991977,1678785209712772495,729
1678785209810994808,1678785209812775796,730
1678785209910993563,1678785209912773985,731
1678785210010990119,1678785210012774497,732
1678785210110990938,1678785210112774373,733
1678785210210985209,1678785210212719376,734
1678785210311003697,1678785210312762806,735
1678785210411000890,1678785210412772298,736
1678785210510989254,1678785210512772365,737
1678785210610992822,1678785210612772182,738
1678785210710805452,1678785210712787707,739
1678785210810805157,1678785210812772018,740
1678785210910998305,1678785210912789049,741
1678785211010983866,1678785211012774268,742
1678785211110990700,1678785211112774106,743
1678785211210985674,1678785211212807719,744
1678785211310989250,1678785211312761263,745
1678785211410989796,1678785211412772257,746
1678785211510989773,1678785211512772145,747
1678785211610807441,1678785211612774207,748
1678785211710992151,1678785211712773968,749
1678785211810968480,1678785211812772300,750
1678785211910981753,1678785211912774333,751
1678785212010978009,1678785212012774359,752
1678785212110986960,1678785212112773932,753
1678785212210989740,1678785212212723618,754
1678785212310878215,1678785212312775866,755
1678785212410996534,1678785212412772634,756
1678785212510989993,1678785212512772050,757
1678785212610977208,1678785212612774340,758
1678785212710992334,1678785212712774376,759
1678785212810994162,1678785212812780823,760
1678785212910995015,1678785212912774359,761
1678785213010822639,1678785213012775613,762
1678785213110992628,1678785213112773792,763
1678785213210991955,1678785213212728915,764
1678785213310824935,1678785213312775580,765
1678785213411013672,1678785213412771263,766
1678785213510987301,1678785213512774020,767
1678785213610992394,1678785213612774352,768
1678785213710995061,1678785213712774170,769
1678785213811009447,1678785213812773686,770
1678785213910990996,1678785213912774061,771
1678785214010960198,1678785214012773746,772
